rd,tz=0,v=1.5
time,radon_B,rd_particle_B,radon_pCi,rd_particle_pCi
1688959200,4.209e+00,4.501e+00,1.138e-01,1.216e-01
1688959800,1.081e+01,1.000e+00,2.920e-01,2.705e-02
1688960400,1.765e+01,1.000e+01,4.770e-01,2.703e-01
1688961000,2.464e+01,3.500e+00,6.659e-01,9.461e-02
1688961600,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1688962200,2.208e+01,1.200e+01,5.968e-01,3.244e-01
1688962800,8.543e+00,1.000e+00,2.309e-01,2.705e-02
1688963400,1.531e+01,5.501e+00,4.138e-01,1.487e-01
1688964000,1.983e+01,6.501e+00,5.358e-01,1.757e-01
1688964600,8.609e+00,2.000e+00,2.327e-01,2.705e-02
1688965200,1.511e+01,1.500e+01,4.083e-01,4.055e-01
1688965800,1.073e+01,1.000e+00,2.900e-01,2.705e-02
1688966400,8.609e+00,1.400e+01,2.327e-01,3.784e-01
1688967000,1.080e+01,1.000e+00,2.920e-01,2.705e-02
1688967600,1.067e+01,4.001e+00,2.884e-01,1.081e-01
1688968200,1.087e+01,1.550e+01,2.938e-01,4.190e-01
1688968800,1.000e+00,1.000e+00,2.705e-02,2.705e-02
1688969400,1.081e+01,6.501e+00,2.923e-01,1.757e-01
1688970000,8.609e+00,6.501e+00,2.327e-01,1.757e-01
1688970600,1.081e+01,5.501e+00,2.923e-01,1.487e-01
1688971200,1.298e+01,7.501e+00,3.508e-01,2.027e-01
1688971800,2.244e+01,8.001e+00,6.064e-01,2.162e-01
1688972400,1.747e+01,2.000e+00,4.722e-01,2.705e-02
1688973000,1.508e+01,1.048e+01,4.076e-01,2.834e-01
1688973600,1.524e+01,2.000e+00,4.119e-01,2.705e-02
1688974200,1.523e+01,1.000e+00,4.117e-01,2.705e-02
1688974800,1.983e+01,2.000e+01,5.358e-01,5.406e-01
1688975400,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1688976000,2.009e+00,8.501e+00,5.428e-02,2.298e-01
1688976600,8.477e+00,1.000e+00,2.291e-01,2.705e-02
1688977200,1.081e+01,1.000e+01,2.921e-01,2.703e-01
1688977800,2.003e+01,9.001e+00,5.413e-01,2.433e-01
1688978400,1.080e+01,6.001e+00,2.919e-01,1.622e-01
1688979000,2.222e+01,2.000e+00,6.004e-01,2.705e-02
1688979600,2.196e+01,4.501e+00,5.934e-01,1.216e-01
1688980200,1.291e+01,7.501e+00,3.488e-01,2.027e-01
1688980800,1.305e+01,7.001e+00,3.527e-01,1.892e-01
1688981400,2.203e+01,8.501e+00,5.955e-01,2.298e-01
1688982000,1.744e+01,4.001e+00,4.715e-01,1.081e-01
1688982600,1.519e+01,1.000e+00,4.104e-01,2.705e-02
1688983200,1.752e+01,1.200e+01,4.736e-01,3.244e-01
1688983800,1.737e+01,3.501e+00,4.696e-01,9.461e-02
1688984400,2.933e+01,1.100e+01,7.928e-01,2.973e-01
1688985000,1.078e+01,2.000e+00,2.912e-01,2.705e-02
1688985600,1.966e+01,1.100e+01,5.312e-01,2.973e-01
1688986200,1.740e+01,1.000e+00,4.702e-01,2.705e-02
1688986800,1.734e+01,1.450e+01,4.685e-01,3.919e-01
1688987400,8.675e+00,1.000e+01,2.345e-01,2.703e-01
1688988000,1.734e+01,1.000e+00,4.685e-01,2.705e-02
1688988600,1.509e+01,1.198e+01,4.079e-01,3.238e-01
1688989200,1.746e+01,1.050e+01,4.718e-01,2.838e-01
1688989800,2.216e+01,2.500e+00,5.988e-01,6.758e-02
1688990400,1.747e+01,1.000e+00,4.722e-01,2.705e-02
1688991000,2.912e+01,1.300e+01,7.871e-01,3.514e-01
1688991600,1.292e+01,1.000e+00,3.492e-01,2.705e-02
1688992200,1.160e+01,1.100e+01,3.135e-01,2.973e-01
1688992800,1.303e+01,3.501e+00,3.521e-01,9.461e-02
1688993400,1.752e+01,8.501e+00,4.736e-01,2.298e-01
1688994000,1.973e+01,1.300e+01,5.334e-01,3.514e-01
1688994600,3.934e+01,5.501e+00,1.063e+00,1.487e-01
1688995200,1.952e+01,3.500e+00,5.275e-01,9.461e-02
1688995800,2.888e+01,6.001e+00,7.806e-01,1.622e-01
1688996400,1.712e+01,8.501e+00,4.627e-01,2.298e-01
1688997000,9.232e+00,8.001e+00,2.495e-01,2.162e-01
1688997600,4.752e+01,1.000e+00,1.284e+00,2.705e-02
1688998200,1.506e+01,9.501e+00,4.070e-01,2.568e-01
1688998800,1.708e+01,1.000e+00,4.616e-01,2.705e-02
1688999400,6.343e+00,1.050e+01,1.714e-01,2.838e-01
1689000000,1.275e+01,9.501e+00,3.447e-01,2.568e-01
1689000600,1.742e+01,5.501e+00,4.708e-01,1.487e-01
1689001200,1.509e+01,7.001e+00,4.079e-01,1.892e-01
1689001800,6.277e+00,1.100e+01,1.697e-01,2.973e-01
1689002400,1.529e+01,5.501e+00,4.134e-01,1.487e-01
1689003000,1.748e+01,1.000e+00,4.725e-01,2.705e-02
1689003600,8.675e+00,4.501e+00,2.345e-01,1.216e-01
1689004200,6.398e+00,7.489e+00,1.729e-01,2.024e-01
1689004800,1.750e+01,8.001e+00,4.729e-01,2.162e-01
1689005400,1.086e+01,1.300e+01,2.936e-01,3.514e-01
1689006000,2.218e+01,1.000e+00,5.994e-01,2.705e-02
1689006600,1.000e+00,1.000e+00,2.705e-02,2.705e-02
1689007200,1.768e+01,1.900e+01,4.777e-01,5.136e-01
1689007800,9.612e+00,1.000e+00,2.598e-01,2.705e-02
1689008400,1.074e+01,1.100e+01,2.902e-01,2.973e-01
1689009000,1.985e+01,1.000e+00,5.364e-01,2.705e-02
1689009600,1.531e+01,6.001e+00,4.137e-01,1.622e-01
1689010200,2.454e+01,5.501e+00,6.631e-01,1.487e-01
1689010800,1.072e+01,3.501e+00,2.898e-01,9.461e-02
1689011400,8.543e+00,1.300e+01,2.309e-01,3.514e-01
1689012000,2.224e+01,1.000e+00,6.010e-01,2.705e-02
1689012600,1.754e+01,5.501e+00,4.740e-01,1.487e-01
1689013200,1.073e+01,2.000e+00,2.899e-01,2.705e-02
1689013800,1.060e+01,8.501e+00,2.865e-01,2.298e-01
1689014400,1.992e+01,6.501e+00,5.384e-01,1.757e-01
1689015000,6.475e+00,3.501e+00,1.750e-01,9.461e-02
1689015600,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689016200,4.209e+00,1.200e+01,1.137e-01,3.244e-01
1689016800,1.511e+01,1.000e+00,4.083e-01,2.705e-02
1689017400,1.535e+01,1.450e+01,4.149e-01,3.919e-01
1689018000,6.409e+00,1.000e+00,1.732e-01,2.705e-02
1689018600,6.475e+00,4.501e+00,1.750e-01,1.216e-01
1689019200,8.675e+00,3.000e+00,2.345e-01,8.109e-02
1689019800,4.201e+00,2.496e+00,1.136e-01,6.746e-02
1689020400,6.475e+00,4.501e+00,1.750e-01,1.216e-01
1689021000,8.609e+00,1.050e+01,2.327e-01,2.838e-01
1689021600,8.543e+00,1.000e+00,2.309e-01,2.705e-02
1689022200,2.240e+01,4.501e+00,6.054e-01,1.216e-01
1689022800,2.232e+01,1.000e+00,6.031e-01,2.705e-02
1689023400,3.458e+01,1.150e+01,9.347e-01,3.109e-01
1689024000,2.431e+01,1.000e+00,6.572e-01,2.705e-02
1689024600,1.952e+01,8.501e+00,5.274e-01,2.298e-01
1689025200,1.180e+01,1.000e+00,3.190e-01,2.705e-02
1689025800,1.079e+01,7.501e+00,2.915e-01,2.027e-01
1689026400,1.073e+01,8.501e+00,2.899e-01,2.298e-01
1689027000,1.529e+01,1.000e+00,4.132e-01,2.705e-02
1689027600,4.275e+00,2.000e+00,1.155e-01,2.705e-02
1689028200,1.067e+01,1.150e+01,2.884e-01,3.109e-01
1689028800,1.308e+01,5.001e+00,3.536e-01,1.352e-01
1689029400,1.527e+01,1.000e+00,4.126e-01,2.705e-02
1689030000,1.000e+00,4.501e+00,2.705e-02,1.216e-01
1689030600,6.343e+00,8.001e+00,1.714e-01,2.162e-01
1689031200,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1689031800,6.475e+00,1.350e+01,1.750e-01,3.649e-01
1689032400,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1689033000,3.243e+01,4.501e+00,8.766e-01,1.216e-01
1689033600,3.447e+01,1.000e+00,9.316e-01,2.705e-02
1689034200,2.439e+01,4.501e+00,6.593e-01,1.216e-01
1689034800,1.745e+01,7.001e+00,4.717e-01,1.892e-01
1689035400,1.966e+01,1.000e+00,5.312e-01,2.705e-02
1689036000,1.294e+01,4.501e+00,3.498e-01,1.216e-01
1689036600,1.072e+01,4.501e+00,2.898e-01,1.216e-01
1689037200,1.513e+01,1.000e+00,4.090e-01,2.705e-02
1689037800,1.520e+01,5.501e+00,4.107e-01,1.487e-01
1689038400,4.209e+00,4.501e+00,1.137e-01,1.216e-01
1689039000,1.308e+01,1.000e+00,3.534e-01,2.705e-02
1689039600,6.475e+00,4.501e+00,1.750e-01,1.216e-01
1689040200,2.932e+01,1.000e+00,7.924e-01,2.705e-02
1689040800,1.519e+01,1.000e+00,4.106e-01,2.705e-02
1689041400,1.521e+01,6.001e+00,4.111e-01,1.622e-01
1689042000,1.298e+01,3.000e+00,3.508e-01,8.109e-02
1689042600,2.693e+01,5.501e+00,7.278e-01,1.487e-01
1689043200,4.211e+01,3.000e+00,1.138e+00,8.109e-02
1689043800,2.635e+01,1.000e+00,7.121e-01,2.705e-02
1689044400,8.609e+00,7.501e+00,2.327e-01,2.027e-01
1689045000,1.438e+01,5.001e+00,3.888e-01,1.352e-01
1689045600,3.169e+01,5.501e+00,8.565e-01,1.487e-01
1689046200,1.728e+01,1.000e+00,4.671e-01,2.705e-02
1689046800,8.675e+00,5.501e+00,2.345e-01,1.487e-01
1689047400,2.009e+00,2.500e+00,5.428e-02,6.758e-02
1689048000,1.530e+01,1.100e+01,4.135e-01,2.973e-01
1689048600,3.703e+01,3.501e+00,1.001e+00,9.461e-02
1689049200,1.285e+01,1.000e+00,3.474e-01,2.705e-02
1689049800,3.290e+01,1.000e+00,8.892e-01,2.705e-02
1689050400,3.343e+01,1.200e+01,9.036e-01,3.244e-01
1689051000,1.937e+01,1.000e+00,5.235e-01,2.705e-02
1689051600,1.045e+01,6.001e+00,2.825e-01,1.622e-01
1689052200,1.506e+01,1.000e+00,4.070e-01,2.705e-02
1689052800,4.191e+01,1.200e+01,1.133e+00,3.244e-01
1689053400,1.728e+01,3.500e+00,4.669e-01,9.461e-02
1689054000,1.077e+01,1.000e+00,2.910e-01,2.705e-02
1689054600,2.195e+01,1.000e+01,5.932e-01,2.703e-01
1689055200,8.543e+00,1.000e+00,2.309e-01,2.705e-02
1689055800,1.496e+01,1.500e+01,4.044e-01,4.055e-01
1689056400,6.876e+00,6.501e+00,1.858e-01,1.757e-01
1689057000,4.275e+00,1.000e+00,1.155e-01,2.705e-02
1689057600,1.457e+01,6.501e+00,3.938e-01,1.757e-01
1689058200,9.445e+00,1.150e+01,2.553e-01,3.109e-01
1689058800,1.288e+01,1.000e+00,3.481e-01,2.705e-02
1689059400,1.762e+01,2.000e+00,4.762e-01,2.705e-02
1689060000,1.524e+01,5.001e+00,4.118e-01,1.352e-01
1689060600,3.453e+01,5.001e+00,9.333e-01,1.352e-01
1689061200,1.287e+01,7.501e+00,3.479e-01,2.027e-01
1689061800,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1689062400,2.681e+01,1.650e+01,7.247e-01,4.460e-01
1689063000,2.440e+01,1.000e+00,6.595e-01,2.705e-02
1689063600,9.178e+00,1.000e+00,2.481e-01,2.705e-02
1689064200,1.290e+01,1.100e+01,3.487e-01,2.973e-01
1689064800,2.686e+01,7.001e+00,7.259e-01,1.892e-01
1689065400,2.912e+01,1.000e+00,7.870e-01,2.705e-02
1689066000,1.725e+01,2.150e+01,4.663e-01,5.812e-01
1689066600,1.953e+01,1.000e+00,5.278e-01,2.705e-02
1689067200,1.935e+01,2.500e+00,5.229e-01,6.758e-02
1689067800,1.955e+01,7.501e+00,5.285e-01,2.027e-01
1689068400,1.721e+01,4.001e+00,4.652e-01,1.081e-01
1689069000,3.423e+01,9.001e+00,9.251e-01,2.433e-01
1689069600,2.973e+01,1.050e+01,8.035e-01,2.838e-01
1689070200,2.641e+01,7.501e+00,7.138e-01,2.027e-01
1689070800,1.281e+01,6.501e+00,3.461e-01,1.757e-01
1689071400,1.482e+01,7.501e+00,4.005e-01,2.027e-01
1689072000,2.907e+01,9.501e+00,7.856e-01,2.568e-01
1689072600,1.499e+01,6.001e+00,4.050e-01,1.622e-01
1689073200,2.897e+01,3.501e+00,7.830e-01,9.461e-02
1689073800,1.725e+01,1.850e+01,4.662e-01,5.001e-01
1689074400,1.071e+01,1.000e+00,2.894e-01,2.705e-02
1689075000,1.672e+01,1.650e+01,4.518e-01,4.460e-01
1689075600,1.730e+01,5.001e+00,4.676e-01,1.352e-01
1689076200,2.184e+01,1.200e+01,5.902e-01,3.244e-01
1689076800,2.193e+01,1.000e+00,5.928e-01,2.705e-02
1689077400,1.292e+01,1.800e+01,3.492e-01,4.866e-01
1689078000,4.143e+00,4.501e+00,1.120e-01,1.216e-01
1689078600,2.462e+01,1.000e+00,6.653e-01,2.705e-02
1689079200,2.679e+01,1.550e+01,7.240e-01,4.190e-01
1689079800,2.667e+01,7.501e+00,7.208e-01,2.027e-01
1689080400,2.901e+01,1.000e+00,7.840e-01,2.705e-02
1689081000,2.435e+01,6.501e+00,6.580e-01,1.757e-01
1689081600,1.051e+01,4.501e+00,2.841e-01,1.216e-01
1689082200,3.138e+01,3.994e+00,8.481e-01,1.079e-01
1689082800,2.171e+01,1.300e+01,5.867e-01,3.514e-01
1689083400,2.877e+01,3.000e+00,7.776e-01,8.109e-02
1689084000,1.402e+01,1.700e+01,3.790e-01,4.595e-01
1689084600,3.137e+01,1.000e+00,8.478e-01,2.705e-02
1689085200,2.151e+01,1.500e+01,5.814e-01,4.055e-01
1689085800,8.609e+00,4.001e+00,2.327e-01,1.081e-01
1689086400,8.675e+00,5.001e+00,2.345e-01,1.352e-01
1689087000,1.970e+01,7.001e+00,5.324e-01,1.892e-01
1689087600,8.345e+00,1.000e+00,2.256e-01,2.705e-02
1689088200,1.290e+01,1.250e+01,3.488e-01,3.379e-01
1689088800,1.513e+01,1.000e+00,4.090e-01,2.705e-02
1689089400,4.143e+00,5.501e+00,1.120e-01,1.487e-01
1689090000,6.343e+00,6.501e+00,1.714e-01,1.757e-01
1689090600,1.081e+01,4.001e+00,2.920e-01,1.081e-01
1689091200,6.475e+00,1.600e+01,1.750e-01,4.325e-01
1689091800,1.290e+01,1.000e+00,3.488e-01,2.705e-02
1689092400,1.310e+01,1.000e+00,3.540e-01,2.705e-02
1689093000,6.475e+00,1.100e+01,1.750e-01,2.973e-01
1689093600,2.245e+01,2.500e+00,6.068e-01,6.758e-02
1689094200,8.543e+00,1.000e+00,2.309e-01,2.705e-02
1689094800,1.986e+01,2.000e+01,5.367e-01,5.406e-01
1689095400,1.067e+01,1.000e+00,2.883e-01,2.705e-02
1689096000,2.075e+00,6.501e+00,5.607e-02,1.757e-01
1689096600,1.291e+01,1.100e+01,3.489e-01,2.973e-01
1689097200,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1689097800,6.332e+00,4.993e+00,1.711e-01,1.349e-01
1689098400,8.609e+00,2.500e+00,2.327e-01,6.758e-02
1689099000,1.081e+01,6.001e+00,2.923e-01,1.622e-01
1689099600,4.143e+00,7.501e+00,1.120e-01,2.027e-01
1689100200,6.079e+00,3.501e+00,1.643e-01,9.461e-02
1689100800,1.544e+01,8.501e+00,4.173e-01,2.298e-01
1689101400,8.609e+00,8.001e+00,2.327e-01,2.162e-01
1689102000,1.996e+01,1.000e+00,5.394e-01,2.705e-02
1689102600,8.609e+00,2.000e+00,2.327e-01,2.705e-02
1689103200,4.275e+00,4.001e+00,1.155e-01,1.081e-01
1689103800,6.409e+00,4.001e+00,1.732e-01,1.081e-01
1689104400,6.409e+00,6.501e+00,1.732e-01,1.757e-01
1689105000,6.475e+00,1.000e+00,1.750e-01,2.705e-02
1689105600,8.609e+00,4.001e+00,2.327e-01,1.081e-01
1689106200,8.609e+00,8.001e+00,2.327e-01,2.162e-01
1689106800,6.343e+00,5.501e+00,1.714e-01,1.487e-01
1689107400,1.294e+01,3.000e+00,3.497e-01,8.109e-02
1689108000,1.746e+01,1.050e+01,4.719e-01,2.838e-01
1689108600,6.343e+00,1.000e+00,1.714e-01,2.705e-02
1689109200,1.299e+01,1.100e+01,3.510e-01,2.973e-01
1689109800,6.409e+00,1.000e+00,1.732e-01,2.705e-02
1689110400,6.475e+00,8.001e+00,1.750e-01,2.162e-01
1689111000,2.075e+00,9.001e+00,5.607e-02,2.433e-01
1689111600,6.475e+00,6.001e+00,1.750e-01,1.622e-01
1689112200,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689112800,1.075e+01,6.001e+00,2.906e-01,1.622e-01
1689113400,6.332e+00,4.493e+00,1.711e-01,1.214e-01
1689114000,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689114600,8.609e+00,9.501e+00,2.327e-01,2.568e-01
1689115200,2.487e+01,5.001e+00,6.723e-01,1.352e-01
1689115800,6.409e+00,6.501e+00,1.732e-01,1.757e-01
1689116400,6.211e+00,1.000e+00,1.679e-01,2.705e-02
1689117000,1.082e+01,6.501e+00,2.923e-01,1.757e-01
1689117600,1.075e+01,1.250e+01,2.905e-01,3.379e-01
1689118200,1.230e+01,2.000e+00,3.323e-01,2.705e-02
1689118800,4.209e+00,1.000e+00,1.138e-01,2.705e-02
1689119400,1.775e+01,1.400e+01,4.798e-01,3.784e-01
1689120000,1.754e+01,4.501e+00,4.740e-01,1.216e-01
1689120600,2.236e+01,1.000e+00,6.043e-01,2.705e-02
1689121200,8.675e+00,7.001e+00,2.345e-01,1.892e-01
1689121800,8.675e+00,2.500e+00,2.345e-01,6.758e-02
1689122400,1.074e+01,1.000e+00,2.903e-01,2.705e-02
1689123000,1.296e+01,4.001e+00,3.503e-01,1.081e-01
1689123600,6.409e+00,4.001e+00,1.732e-01,1.081e-01
1689124200,1.304e+01,1.000e+00,3.524e-01,2.705e-02
1689124800,1.523e+01,5.501e+00,4.115e-01,1.487e-01
1689125400,1.521e+01,4.001e+00,4.110e-01,1.081e-01
1689126000,8.675e+00,1.000e+00,2.345e-01,2.705e-02
1689126600,4.077e+00,1.450e+01,1.102e-01,3.919e-01
1689127200,8.543e+00,1.000e+00,2.309e-01,2.705e-02
1689127800,8.609e+00,1.000e+00,2.327e-01,2.705e-02
1689128400,1.305e+01,1.050e+01,3.528e-01,2.838e-01
1689129000,1.752e+01,1.000e+00,4.736e-01,2.705e-02
1689129600,1.087e+01,3.501e+00,2.938e-01,9.461e-02
1689130200,1.760e+01,1.000e+00,4.756e-01,2.705e-02
1689130800,8.543e+00,6.001e+00,2.309e-01,1.622e-01
1689131400,1.766e+01,7.501e+00,4.773e-01,2.027e-01
1689132000,2.718e+01,1.000e+00,7.345e-01,2.705e-02
1689132600,1.079e+01,1.000e+00,2.916e-01,2.705e-02
1689133200,1.306e+01,6.501e+00,3.530e-01,1.757e-01
1689133800,2.219e+01,8.501e+00,5.998e-01,2.298e-01
1689134400,1.519e+01,2.000e+00,4.106e-01,2.705e-02
1689135000,2.459e+01,1.000e+00,6.645e-01,2.705e-02
1689135600,1.740e+01,6.001e+00,4.704e-01,1.622e-01
1689136200,1.728e+01,1.300e+01,4.671e-01,3.514e-01
1689136800,2.197e+01,1.000e+00,5.938e-01,2.705e-02
1689137400,2.668e+01,1.000e+00,7.212e-01,2.705e-02
1689138000,1.298e+01,7.001e+00,3.509e-01,1.892e-01
1689138600,2.678e+01,1.000e+00,7.237e-01,2.705e-02
1689139200,1.516e+01,4.501e+00,4.099e-01,1.216e-01
1689139800,1.300e+01,6.501e+00,3.514e-01,1.757e-01
1689140400,1.078e+01,1.000e+00,2.914e-01,2.705e-02
1689141000,8.675e+00,3.000e+00,2.345e-01,8.109e-02
1689141600,4.209e+00,1.000e+01,1.137e-01,2.703e-01
1689142200,2.206e+01,6.001e+00,5.962e-01,1.622e-01
1689142800,1.073e+01,1.000e+00,2.899e-01,2.705e-02
1689143400,9.443e+00,1.550e+01,2.552e-01,4.190e-01
1689144000,1.755e+01,1.000e+00,4.743e-01,2.705e-02
1689144600,2.459e+01,5.001e+00,6.646e-01,1.352e-01
1689145200,1.971e+01,7.488e+00,5.326e-01,2.024e-01
1689145800,1.072e+01,3.500e+00,2.898e-01,9.461e-02
1689146400,2.208e+01,5.501e+00,5.966e-01,1.487e-01
1689147000,1.302e+01,1.250e+01,3.520e-01,3.379e-01
1689147600,8.411e+00,3.501e+00,2.273e-01,9.461e-02
1689148200,1.517e+01,5.001e+00,4.099e-01,1.352e-01
1689148800,1.529e+01,1.000e+00,4.132e-01,2.705e-02
1689149400,1.974e+01,1.000e+01,5.334e-01,2.703e-01
1689150000,6.343e+00,1.300e+01,1.714e-01,3.514e-01
1689150600,2.216e+01,1.000e+00,5.989e-01,2.705e-02
1689151200,1.297e+01,1.450e+01,3.506e-01,3.920e-01
1689151800,1.742e+01,6.501e+00,4.709e-01,1.757e-01
1689152400,2.680e+01,4.001e+00,7.243e-01,1.081e-01
1689153000,2.915e+01,4.001e+00,7.879e-01,1.081e-01
1689153600,2.425e+01,1.300e+01,6.554e-01,3.514e-01
1689154200,1.944e+01,1.000e+00,5.254e-01,2.705e-02
1689154800,2.635e+01,1.050e+01,7.121e-01,2.838e-01
1689155400,2.190e+01,8.501e+00,5.919e-01,2.298e-01
1689156000,1.264e+01,1.000e+01,3.417e-01,2.703e-01
1689156600,1.963e+01,4.001e+00,5.305e-01,1.081e-01
1689157200,2.192e+01,1.550e+01,5.924e-01,4.190e-01
1689157800,1.391e+01,1.050e+01,3.760e-01,2.838e-01
1689158400,1.300e+01,5.501e+00,3.514e-01,1.487e-01
1689159000,1.734e+01,5.001e+00,4.686e-01,1.352e-01
1689159600,1.301e+01,1.650e+01,3.517e-01,4.460e-01
1689160200,1.956e+01,1.198e+01,5.285e-01,3.238e-01
1689160800,2.666e+01,2.500e+00,7.205e-01,6.758e-02
1689161400,1.505e+01,2.000e+01,4.067e-01,5.406e-01
1689162000,6.277e+00,1.000e+01,1.696e-01,2.703e-01
1689162600,6.475e+00,1.900e+01,1.750e-01,5.136e-01
1689163200,4.523e+01,1.550e+01,1.222e+00,4.190e-01
1689163800,2.413e+01,4.501e+00,6.521e-01,1.216e-01
1689164400,1.291e+01,1.750e+01,3.490e-01,4.730e-01
1689165000,2.198e+01,6.001e+00,5.940e-01,1.622e-01
1689165600,1.505e+01,2.400e+01,4.067e-01,6.487e-01
1689166200,2.926e+01,1.000e+00,7.909e-01,2.705e-02
1689166800,1.290e+01,3.701e+01,3.488e-01,1.000e+00
1689167400,1.944e+01,2.000e+00,5.255e-01,2.705e-02
1689168000,1.512e+01,4.001e+00,4.087e-01,1.081e-01
1689168600,3.414e+01,2.150e+01,9.227e-01,5.812e-01
1689169200,1.727e+01,8.501e+00,4.668e-01,2.298e-01
1689169800,1.719e+01,6.501e+00,4.645e-01,1.757e-01
1689170400,6.409e+00,1.350e+01,1.732e-01,3.649e-01
1689171000,1.518e+01,3.500e+00,4.102e-01,9.461e-02
1689171600,1.504e+01,9.001e+00,4.065e-01,2.433e-01
1689172200,1.072e+01,2.550e+01,2.898e-01,6.893e-01
1689172800,5.050e+01,4.501e+00,1.365e+00,1.216e-01
1689173400,2.877e+01,1.000e+00,7.777e-01,2.705e-02
1689174000,4.209e+00,1.750e+01,1.137e-01,4.730e-01
1689174600,3.680e+01,7.501e+00,9.945e-01,2.027e-01
1689175200,1.497e+01,3.501e+00,4.047e-01,9.461e-02
1689175800,2.656e+01,1.847e+01,7.179e-01,4.992e-01
1689176400,2.166e+01,6.001e+00,5.855e-01,1.622e-01
1689177000,1.513e+01,1.000e+00,4.089e-01,2.705e-02
1689177600,3.152e+01,1.700e+01,8.519e-01,4.595e-01
1689178200,1.948e+01,1.400e+01,5.264e-01,3.784e-01
1689178800,1.290e+01,1.000e+00,3.485e-01,2.705e-02
1689179400,1.734e+01,3.000e+00,4.686e-01,8.109e-02
1689180000,1.273e+01,2.000e+01,3.440e-01,5.406e-01
1689180600,1.508e+01,1.000e+00,4.075e-01,2.705e-02
1689181200,4.209e+00,1.000e+00,1.138e-01,2.705e-02
1689181800,1.292e+01,3.500e+00,3.493e-01,9.461e-02
1689182400,1.305e+01,1.200e+01,3.528e-01,3.244e-01
1689183000,1.961e+01,1.000e+00,5.300e-01,2.705e-02
1689183600,2.211e+01,1.000e+00,5.976e-01,2.705e-02
1689184200,1.524e+01,3.000e+00,4.118e-01,8.109e-02
1689184800,1.303e+01,6.001e+00,3.522e-01,1.622e-01
1689185400,8.609e+00,5.001e+00,2.327e-01,1.352e-01
1689186000,8.675e+00,5.001e+00,2.345e-01,1.352e-01
1689186600,4.143e+00,4.501e+00,1.120e-01,1.216e-01
1689187200,1.523e+01,3.500e+00,4.116e-01,9.461e-02
1689187800,2.964e+01,6.501e+00,8.012e-01,1.757e-01
1689188400,6.343e+00,1.000e+00,1.714e-01,2.705e-02
1689189000,4.143e+00,1.100e+01,1.120e-01,2.973e-01
1689189600,1.303e+01,6.501e+00,3.522e-01,1.757e-01
1689190200,1.737e+01,7.501e+00,4.694e-01,2.027e-01
1689190800,4.275e+00,1.000e+00,1.155e-01,2.705e-02
1689191400,4.202e+00,7.988e+00,1.136e-01,2.159e-01
1689192000,8.609e+00,6.001e+00,2.327e-01,1.622e-01
1689192600,1.075e+01,1.000e+00,2.905e-01,2.705e-02
1689193200,1.088e+01,1.000e+00,2.940e-01,2.705e-02
1689193800,4.275e+00,1.000e+01,1.155e-01,2.703e-01
1689194400,1.000e+00,2.500e+00,2.705e-02,6.758e-02
1689195000,1.082e+01,4.501e+00,2.925e-01,1.216e-01
1689195600,6.409e+00,5.001e+00,1.732e-01,1.352e-01
1689196200,2.075e+00,1.000e+00,5.607e-02,2.705e-02
1689196800,1.316e+01,4.001e+00,3.557e-01,1.081e-01
1689197400,4.275e+00,1.500e+01,1.155e-01,4.055e-01
1689198000,1.295e+01,1.000e+00,3.500e-01,2.705e-02
1689198600,2.581e+01,6.001e+00,6.976e-01,1.622e-01
1689199200,1.309e+01,5.501e+00,3.537e-01,1.487e-01
1689199800,1.000e+00,1.000e+00,2.705e-02,2.705e-02
1689200400,6.475e+00,2.500e+00,1.750e-01,6.758e-02
1689201000,1.307e+01,1.000e+00,3.531e-01,2.705e-02
1689201600,6.409e+00,5.501e+00,1.732e-01,1.487e-01
1689202200,6.475e+00,1.500e+01,1.750e-01,4.055e-01
1689202800,1.314e+01,1.000e+00,3.551e-01,2.705e-02
1689203400,1.305e+01,3.501e+00,3.528e-01,9.461e-02
1689204000,1.088e+01,6.001e+00,2.940e-01,1.622e-01
1689204600,8.609e+00,5.001e+00,2.327e-01,1.352e-01
1689205200,1.765e+01,1.000e+00,4.770e-01,2.705e-02
1689205800,1.296e+01,1.000e+00,3.503e-01,2.705e-02
1689206400,1.743e+01,5.501e+00,4.711e-01,1.487e-01
1689207000,4.077e+00,5.001e+00,1.102e-01,1.352e-01
1689207600,6.398e+00,1.000e+00,1.729e-01,2.705e-02
1689208200,8.543e+00,1.000e+00,2.309e-01,2.705e-02
1689208800,1.994e+01,2.500e+00,5.389e-01,6.758e-02
1689209400,1.528e+01,8.001e+00,4.129e-01,2.162e-01
1689210000,3.195e+01,9.001e+00,8.636e-01,2.433e-01
1689210600,3.695e+01,1.000e+00,9.987e-01,2.705e-02
1689211200,1.705e+01,2.000e+00,4.609e-01,2.705e-02
1689211800,2.176e+01,6.501e+00,5.881e-01,1.757e-01
